DRAQ5+2 & R3 & R2 & R1
Object Number	Diameter_Morphology(M07, Ch07)
1	8.99004718212713
2	10.405779873564
9	10.7140666576872
11	10.1997044210118
12	10.7667807110102
15	9.75278282459828
16	10.5476373623581
19	10.6610919615088
30	11.1605411471759
31	11.6871218919579
39	10.7930411907761
41	11.3429458423359
50	11.2929215816169
55	10.7140666576872
57	11.4732218462343
87	11.14150125646
89	13.4127148641991
92	10.0106100825601
97	10.7338647651007
106	11.5653777190129
110	10.0176772278685
124	9.57704261361146
126	10.8453713942587
128	10.3580623216968
129	11.3429458423359
132	11.2300779018459
135	10.9492815173708
137	10.4465071520237
140	10.9622010280802
141	12.2835110047733
147	11.0841853510929
148	12.8962323810061
149	11.5592568518369
166	10.1300810514521
180	12.121115614362
187	13.0814855957869
189	9.71643240805332
201	12.3524554807865
213	15.3929423814694
223	12.3467248121966
224	10.2895105273835
228	11.2363780862977
229	9.69455673510464
238	9.76728511190204
243	12.1152755197737
245	11.0137275213099
255	11.8554635921645
256	10.4261633992172
258	9.15387062873487
261	10.9039426827971
268	10.9622010280802
277	11.3740992815113
283	9.40554413305167
296	13.7719778674216
308	14.7640081861655
312	12.1327873701856
313	10.3921686448819
320	10.7074591537237
321	11.1985238133434
323	11.9031239394856
324	11.3865367912759
332	12.9673769993024
336	11.909068071661
348	9.69455673510464
349	11.644656216504
351	11.915009238442
360	11.2552574803217
361	9.61392008009429
366	10.1997044210118
371	10.0529384323821
373	11.147851499926
376	12.2373322285035
377	10.7008475697937
380	12.9509936990152
381	11.1732163825467
385	13.5335289120191
400	13.1246945841188
401	11.4485216629092
407	11.9328149906996
410	10.8388439357112
415	10.6876121317419
432	9.73825894040485
434	11.1541981281087
439	10.4329490578589
453	12.9564571009452
456	11.7655800849175
457	11.4485216629092
459	10.7667807110102
463	12.1677354618822
470	10.8126946963232
472	9.36028864611399
482	9.04498469063305
484	10.6011790127999
485	10.7733518319826
491	11.5959335918653
502	10.4668113638963
503	11.7052743055251
507	13.8692713542597
511	11.4299614966978
512	12.9728335015424
513	11.1922023204245
521	9.72371336254679
535	10.5476373623581
544	12.9673769993024
546	9.85385063097711
553	10.3375445155051
556	12.8687643362291
560	11.3117066041626
562	13.9760182830745
563	10.4193733213891
576	10.6610919615088
580	12.0743157654218
587	11.3304604826442
594	9.45058291001116
599	10.9751053304033
604	12.7583007962409
606	11.2678261693079
611	10.1020973486786
612	10.6078527175924
