File_Name,NC,Object_Number,Cell_Diameter,Nucleus_Diameter
336.tif,0.6698684125281603,336,17.7782200935775,11.909068071661
348.tif,0.6370776802401329,348,15.2172286611116,9.69455673510464
349.tif,0.6831062829916251,349,17.0466243781376,11.644656216504
351.tif,0.7531983087525438,351,15.8192193211052,11.915009238442
360.tif,0.6577051951530228,360,17.1129216604455,11.2552574803217
361.tif,0.7298125974564976,361,13.1731352865108,9.61392008009429
366.tif,0.6391872270970727,366,15.9573032573487,10.1997044210118
371.tif,0.6867302343680842,371,14.6388464192677,10.0529384323821
373.tif,0.6758815109599015,373,16.4937956123309,11.147851499926
376.tif,0.7483880683842733,376,16.3515864903127,12.2373322285035
377.tif,0.6894368348414439,377,15.5211428067296,10.7008475697937
380.tif,0.7483441077416717,380,17.3062012048151,12.9509936990152
381.tif,0.7278253428740521,381,15.3515077373174,11.1732163825467
385.tif,0.8773710121270758,385,15.4250923782047,13.5335289120191
400.tif,0.7328504120146997,400,17.9091044624473,13.1246945841188
401.tif,0.7439735966366915,401,15.3883440415963,11.4485216629092
407.tif,0.7158777106369916,407,16.6687896737024,11.9328149906996
410.tif,0.6632131002341574,410,16.3429279848127,10.8388439357112
415.tif,0.6800471920250006,415,15.7159859743219,10.6876121317419
432.tif,0.6771927398050188,432,14.3803357124129,9.73825894040485
434.tif,0.7009535946601352,434,15.9128909717867,11.1541981281087
439.tif,0.6924062636308339,439,15.0676699588919,10.4329490578589
453.tif,0.6967558295714155,453,18.5954053788325,12.9564571009452
456.tif,0.7338571083709758,456,16.0325217957415,11.7655800849175
457.tif,0.5980527175058935,457,19.1429974779713,11.4485216629092
459.tif,0.7112438538516583,459,15.1379595798318,10.7667807110102
463.tif,0.6748159587216372,463,18.0311910301182,12.1677354618822
470.tif,0.6619639616113194,470,16.3342648895923,10.8126946963232
472.tif,0.6229669126804993,472,15.025338353587,9.36028864611399
482.tif,0.479015796593665,482,18.8824350991198,9.04498469063305
484.tif,0.6893218204238886,484,15.3791432371615,10.6011790127999
485.tif,0.7123382220365957,485,15.1239277897812,10.7733518319826
491.tif,0.749975330164622,491,15.4617533743676,11.5959335918653
502.tif,0.7178529905989447,502,14.5807170840972,10.4668113638963
503.tif,0.6823550876255453,503,17.1542273484866,11.7052743055251
507.tif,0.695311328962474,507,19.946850822861,13.8692713542597
511.tif,0.8362071658640701,511,13.6688155319585,11.4299614966978
512.tif,0.9721887848490792,512,13.3439448219476,12.9728335015424
513.tif,0.7217303124493104,513,15.5074577406094,11.1922023204245
521.tif,0.6378251720188723,521,15.2451075766873,9.72371336254679
535.tif,0.6980621480600759,535,15.1098829691169,10.5476373623581
546.tif,0.6331943822062136,546,15.5621257987851,9.85385063097711
553.tif,0.6354079913787863,553,16.269144637406,10.3375445155051
556.tif,0.620173672946043,556,20.7502589961582,12.8687643362291
560.tif,0.6621248457415009,560,17.0839482567594,11.3117066041626
563.tif,0.6627894124600877,563,15.7204884772002,10.4193733213891
576.tif,0.617928372170769,576,17.2529575297807,10.6610919615088
580.tif,0.6627461123097302,580,18.2186142493416,12.0743157654218
587.tif,0.7164491450730797,587,15.8147449272041,11.3304604826442
594.tif,0.6633459836335692,594,14.2468382159251,9.45058291001116
599.tif,0.7419250510471262,599,14.7927412814993,10.9751053304033
604.tif,0.7398367392618065,604,17.2447516042132,12.7583007962409
606.tif,0.722577845442338,606,15.5939269939976,11.2678261693079
611.tif,0.6989151485150721,611,14.453968225101,10.1020973486786
612.tif,0.6623758161756128,612,16.0148550996916,10.6078527175924
622.tif,0.7183204689622295,622,15.8861840030814,11.4113711431137
632.tif,0.6826522819990735,632,16.1337298823017,11.0137275213099
639.tif,0.7779627167805437,639,14.1571405463853,11.0137275213099
641.tif,0.6867412509939497,641,16.8587655520124,11.5776097454027
643.tif,0.9158396229601082,643,13.1838757165759,12.0743157654218
646.tif,0.609526123251787,646,18.5992108440067,11.33670488129
656.tif,0.5627179589855638,656,17.6383420737639,9.92541185163762
662.tif,0.7082589846249908,662,14.7304154050131,10.4329490578589
664.tif,0.7261123539149064,664,17.5094757481955,12.7138466513382
669.tif,0.9338538286084068,669,12.7970714979746,11.9505942133591
672.tif,0.7149637643667964,672,15.9173377766721,11.3803197355073
679.tif,0.7063682882632012,679,18.4118181068958,13.0055244399814
682.tif,0.6467837173718538,682,15.0676699588919,9.74552358814431
683.tif,0.5507244509092086,683,20.8217589928994,11.4670517883284
695.tif,0.6545855166636818,695,15.0535726503706,9.85385063097711
702.tif,0.7034637544707312,702,16.5964550824022,11.6750046031715
706.tif,0.7352300741092797,706,18.3502141931418,13.4916293411448
743.tif,0.698996257549457,743,22.6952486212152,15.8638938503839
749.tif,0.8246211251235329,749,15.165984212732,12.5061909651088
752.tif,0.7317443101587724,752,16.3559140241956,11.9683470246512
753.tif,0.6320581361213462,753,16.7830332549597,10.6078527175924
757.tif,0.6770723493779153,757,15.8728136677041,10.7470432412303
765.tif,0.6734841511548462,765,17.8932906805887,12.0508476853832
766.tif,0.6427751614574779,766,13.6013404276778,8.74260378943872
775.tif,0.7010766659278374,775,16.8335593098284,11.801615636633
780.tif,0.6945314537191708,780,17.8100379626013,12.3696315569591
788.tif,0.6975447492035279,788,16.7111931756278,11.656805052585
791.tif,0.6579659981020165,791,15.0958250814689,9.93253961690214
796.tif,0.6701281602267984,796,16.7956790183425,11.2552574803217
806.tif,0.7143157414302673,806,16.4120681263516,11.7233986120789
811.tif,0.7148325411122642,811,15.0159151238401,10.7338647651007
813.tif,0.6305426501145205,813,16.4163797166339,10.3512275718126
819.tif,0.6618945903561583,819,17.1087856068116,11.3242126407119
821.tif,0.7227924211184406,821,16.0854054636914,11.6264091597733
832.tif,0.6676559464349264,832,16.5537576741709,11.052214747003
835.tif,0.6792141791670153,835,16.2343070286114,11.0265715227836
840.tif,0.6780192806458656,840,15.6256634678672,10.5945011040977
841.tif,0.7716040115516954,841,16.5921902859596,12.8026005850755
854.tif,0.6885146898462735,854,15.5803058584875,10.7272694558666
860.tif,0.6638706885252754,860,20.3542581414039,13.512595366755
863.tif,0.6216648162688599,863,14.7496206483779,9.16932021040923
873.tif,0.6577199810258537,873,16.7745974498251,11.0329879164153
885.tif,0.6895253613618121,885,16.1950251419658,11.1668805632776
895.tif,0.760355167552997,895,12.1502739812829,9.23852360885318
896.tif,0.9473439024839644,896,17.1872004252346,16.2821895236158
897.tif,0.7145814880034864,897,16.1161741318548,11.5163196920641
911.tif,0.6424542977928281,911,15.1239277897812,9.71643240805332
913.tif,0.6307370012139236,913,17.3184649606034,10.9233966548794
918.tif,0.4771905734331876,918,18.7734283919616,8.95850305966704
925.tif,0.6502275820254734,925,17.0466243781376,11.0841853510929
930.tif,0.6638790290886326,930,17.1046485530438,11.355417474297
933.tif,0.7673852930181072,933,13.4443362397896,10.3169859048049
936.tif,0.6931284486033904,936,15.4480156965113,10.7074591537237
938.tif,0.6443794794178431,938,16.9216168904822,10.9039426827971
940.tif,0.596901904706411,940,19.4983077640526,11.6385770429148
947.tif,0.6656738639316506,947,14.6291742368974,9.73825894040485
949.tif,0.6851415621932795,949,16.6645433891669,11.4175712908915
953.tif,0.662199414463749,953,16.7577130998496,11.0969478024719
956.tif,0.6755794276213639,956,16.4163797166339,11.0905684125785
961.tif,0.6649979114419999,961,15.9617376893524,10.6145222264044
965.tif,0.6667111333444955,965,16.2865354971414,10.8584145395545
976.tif,0.7889939704787093,976,13.5961361648404,10.7272694558666
987.tif,0.6971062561034713,987,19.5707654933514,13.6429030621492
989.tif,0.6915787569178815,989,17.4081351832726,12.0390964903061
1000.tif,0.726623337317368,1000,19.1503900240966,13.9151203102383
1009.tif,0.754328959154924,1009,14.4637575714485,10.9104311943399
1024.tif,0.6455311434569859,1024,16.4120681263516,10.5945011040977
1035.tif,0.7317469490864926,1035,16.4766235143775,12.0567189878925
1038.tif,0.7129994395767907,1038,14.2468382159251,10.1579876636958
1052.tif,0.6657363353116316,1052,16.7069576684819,11.1224287724217
1053.tif,0.8017586303922468,1053,15.8505047126627,12.7082789494503
1055.tif,0.6485892833335369,1055,16.4680307505522,10.6809882624153
1070.tif,0.6556770474007091,1070,15.0394621276786,9.86103012237109
1073.tif,0.7187296796888519,1073,13.2320997676272,9.51030282759763
1076.tif,0.6622118921945881,1076,15.5484768040829,10.2963862451754
1084.tif,0.7205860300699598,1084,14.2219789434253,10.2481593465814
1092.tif,0.7073416613727922,1092,14.5952711224077,10.3238433239102
1096.tif,0.6554101260262598,1096,16.2865354971414,10.6743602827126
1098.tif,0.7185337339450679,1098,15.0300477529672,10.7995963333122
1101.tif,0.7364154345936101,1101,14.8595691073194,10.9428160420404
1111.tif,0.6561859224721414,1111,17.9485779607709,11.7776041862516
1116.tif,0.6982007987995315,1116,15.0394621276786,10.5005644710605
1117.tif,0.6230956710380346,1117,16.05457782735,10.003537944565
1118.tif,0.5758710193358856,1118,16.6305340814963,9.57704261361146
1120.tif,0.7315491091712626,1120,14.5369675426536,10.6345056558798
1125.tif,0.708805425307976,1125,16.2734940946786,11.5347409030255
1136.tif,0.6631617383446735,1136,14.4637575714485,9.59181061407772
1137.tif,0.727128060319636,1137,15.4617533743676,11.2426747402445
1164.tif,0.9292408859128037,1164,11.4299614966978,10.6211875471407
1166.tif,0.6890684380307476,1166,14.5174809822281,10.003537944565
1167.tif,0.9755904108519047,1167,10.5610482226537,10.3032573745655
1175.tif,0.6490833476531034,1175,14.2567697878638,9.25383186062626
1178.tif,0.6210962226574497,1178,14.787956309263,9.18474380450665
1194.tif,0.7566404087133631,1194,12.2604433581164,9.27674687349223
1200.tif,0.7005792570318066,1200,17.770256724715,12.4494732534653
1207.tif,0.6354529684086647,1207,18.9086529131344,12.0155596222604
1212.tif,0.654925706319434,1212,16.8461671453068,11.0329879164153
1214.tif,0.9088370122709594,1214,15.5165824591046,14.1020444427886
1233.tif,0.6914927501302528,1233,15.7968346780524,10.9233966548794
1238.tif,0.7058774874546513,1238,16.8881252853783,11.9209474442622
1241.tif,0.703339536582051,1241,16.3212616250479,11.4793885877956
1244.tif,0.7936209763757789,1244,17.5337103283035,13.9151203102383
1246.tif,0.6866112420801066,1246,17.7383674989741,12.179362540944
1248.tif,0.7083674467999908,1248,14.0819560501933,9.97519925322511
1250.tif,0.7508860014902687,1250,16.3125870235183,12.2488932440517
1251.tif,0.6601344038127761,1251,16.4980858440622,10.890954062722
1252.tif,0.9164338624301086,1252,12.3295168250019,11.2991867258335
1256.tif,0.6900430225419621,1256,14.7208033874121,10.1579876636958
1257.tif,0.7404637765356057,1257,13.4811341008624,9.98229146830751
1258.tif,0.6662483480759002,1258,17.6142514519039,11.7354659324245
1260.tif,0.8361659845503235,1260,13.0868945212179,10.9428160420404
1262.tif,0.6787076006319916,1262,17.7901584632006,12.0743157654218
1263.tif,0.6714702971563715,1263,17.5579114582877,11.7896160243417
1270.tif,0.7412951972483999,1270,14.3458445371747,10.6345056558798
1282.tif,0.52903889732434,1282,18.3386404208185,9.70185410665739
1283.tif,0.6929392927756663,1283,16.5751201268251,11.4855520183539
1288.tif,0.7456189245487047,1288,16.7577130998496,12.4948680194056
1299.tif,0.6617386864707057,1299,16.3299316185545,10.8061474994187
1310.tif,0.6685383184796979,1310,15.6663730378591,10.473570687406
1314.tif,0.6433832536709793,1314,15.1473068851868,9.74552358814431
1317.tif,0.7003722774455171,1317,15.4571755050224,10.8257772113276
1319.tif,0.6644428498118087,1319,17.2488550549801,11.4608784087218
1337.tif,0.7619387598072094,1337,15.5439244758331,11.8435185376532
1338.tif,0.5555624697073717,1338,21.3288211788743,11.8494925700823
1342.tif,0.6058892866491683,1342,16.4637326868615,9.97519925322511
1349.tif,0.6360285408102125,1349,17.1335869519507,10.8974503078941
1352.tif,0.7842813015367723,1352,13.7616964342099,10.7930411907761
1361.tif,0.6579226328472955,1361,15.5028933673713,10.1997044210118
1364.tif,0.7177160156146529,1364,15.6030011448929,11.1985238133434
1366.tif,0.6328536784577745,1366,16.7619357818115,10.6078527175924
1376.tif,0.6954314803925996,1376,17.762289785635,12.3524554807865
1385.tif,0.6808342152663698,1385,15.1332837620895,10.3032573745655
1391.tif,0.847569167664741,1391,13.7101736159804,11.6203204402356
1397.tif,0.6858058546918889,1397,17.9446345183503,12.3065354129908
1401.tif,0.7260012038483655,1401,16.2473798856716,11.7956173563793
1402.tif,0.6920330908503772,1402,14.7688009174023,10.2204989470238
1413.tif,0.6206712050541007,1413,16.2647940170214,10.0950893025014
1419.tif,0.699586260165269,1419,15.9439925613657,11.1541981281087
1420.tif,0.6750113370146854,1420,18.7771977782845,12.674821377709
1422.tif,0.6661923395581181,1422,14.1070620712849,9.39801668556088
1423.tif,0.6668100821069952,1423,15.7069770965542,10.473570687406
1430.tif,0.6834563611141405,1430,15.9351125870978,10.890954062722
1437.tif,0.7484395630746231,1437,16.7323546291805,12.5231561878735
1438.tif,0.6477065767180441,1438,17.2406471767828,11.1668805632776
1453.tif,0.7249555421655817,1453,12.5626526109253,9.10736463459121
1461.tif,0.6860566857441837,1461,17.0880903221025,11.7233986120789
1462.tif,0.7883653593381461,1462,13.7153346075489,10.8126946963232
1464.tif,0.6064269314504458,1464,17.6784201578685,10.7206700892279
1466.tif,0.8266397845091464,1466,12.3639088494787,10.2204989470238
1467.tif,0.7158749154982008,1467,17.5013900974534,12.5288061571155
1472.tif,0.7044491892505811,1472,16.251735167853,11.4485216629092
1478.tif,0.6054218405935761,1478,17.9997640937596,10.8974503078941
1500.tif,0.4517704747039058,1500,19.6717579505089,8.88711942756174
1511.tif,0.9867054647907817,1511,13.8896673525645,13.7050106809015
1512.tif,0.723890507776496,1512,16.1029947586826,11.656805052585
1522.tif,0.7808335748608681,1522,15.8415723339806,12.3696315569591
1540.tif,0.6617202990333794,1540,14.5952711224077,9.65798717159287
1541.tif,0.6797914888980345,1541,15.0347556772027,10.2204989470238
1545.tif,0.6532268902162511,1545,17.1046485530438,11.1732163825467
1553.tif,0.681754158325687,1553,13.8181496493224,9.42058098379218
1563.tif,0.727860264242613,1563,15.025338353587,10.9363467443765
1568.tif,0.6465545505873754,1568,16.0942025140967,10.405779873564
1577.tif,0.7326984474702857,1577,17.4203271785923,12.763846678179
1592.tif,0.653328012235154,1592,14.4882019991835,9.46554821298794
1595.tif,0.671567972667422,1595,15.4846224201069,10.3989764861917
1596.tif,0.6761773706108352,1596,14.8881177774564,10.0670083321049
1602.tif,0.8122769321068939,1602,16.5708498394615,13.4601190700018
1604.tif,0.6684483558360272,1604,14.316214534037,9.56965006707287
1614.tif,0.9680149444926389,1614,9.94677982438209,9.62863151957973
1615.tif,0.7102208242284352,1615,18.3502141931418,13.0327042490215
1621.tif,0.7392769390994433,1621,16.2212236359997,11.9919765580694
1622.tif,0.6875315968472294,1622,16.7323546291805,11.5040224972146
1625.tif,0.701172340653017,1625,15.6708897953518,10.9879944779223
1632.tif,0.8161970041130512,1632,13.8896673525645,11.33670488129
1633.tif,0.6730911106176409,1633,15.5302594846415,10.4532796046975
1636.tif,0.7084847106152325,1636,18.0703978409894,12.8026005850755
1643.tif,0.6921071778843282,1643,16.929979439493,11.7173602915072
1653.tif,0.6888601468272016,1653,17.3225509497981,11.9328149906996
1657.tif,0.6761020827035824,1657,16.7492645421663,11.3242126407119
1663.tif,0.729620785907358,1663,16.0677969138443,11.7233986120789
1666.tif,0.722023427221973,1666,14.802306585623,10.6876121317419
1668.tif,0.6385917654471698,1668,15.9395531926144,10.1788674137107
1671.tif,0.6943371814003967,1671,16.1556477430831,11.21746691763
1676.tif,0.7085990940273237,1676,14.1771224060778,10.0458960928612
1679.tif,0.719949724603374,1679,15.7204884772002,11.3179613497908
1690.tif,0.7293175115611337,1690,16.65179803863,12.1444479085522
1711.tif,0.6624601898866929,1711,14.9071198499986,9.87537344649376
1712.tif,0.7676428386084634,1712,15.7519699618396,12.0918869351818
1713.tif,0.6264377402617444,1713,16.7408117207638,10.4870762645026
1725.tif,0.6872235914107147,1725,17.0590747445288,11.7233986120789
1726.tif,0.6684766992050877,1726,16.9216168904822,11.3117066041626
1729.tif,0.6658366451154211,1729,13.5961361648404,9.05280569052978
1731.tif,0.6601637409141363,1731,16.3688897612815,10.8061474994187
1739.tif,0.7450484752058756,1739,15.4983276498912,11.5470053837925
1744.tif,0.8136581031424682,1744,16.2821895236158,13.2481354427914
1747.tif,0.7016150014895496,1747,15.7159859743219,11.0265715227836
1755.tif,0.6622291793884663,1755,15.9173377766721,10.5409255338946
1756.tif,0.6848425167993079,1756,17.0300097305464,11.6628747249841
1761.tif,0.7084297136456307,1761,18.4425428977414,13.0652453839442
1769.tif,0.6613682430173562,1769,16.9800682455072,11.2300779018459
1772.tif,0.7231525331180148,1772,13.7153346075489,9.91827896401016
1784.tif,0.6660083450322375,1784,17.4568520747447,11.6264091597733
1807.tif,0.680114009618457,1807,9.81787442240415,6.67727393935178
1816.tif,0.7085995140726777,1816,18.3000083146718,12.9673769993024
1820.tif,0.6715507368448492,1820,15.4342657910752,10.3648925646558
1821.tif,0.6984358230529916,1821,21.145537542512,14.7688009174023
1823.tif,0.7077192601070843,1823,15.6528149452823,11.0777986116683
1825.tif,0.7233891936335765,1825,13.5021164234443,9.76728511190204
1826.tif,0.705948158777588,1826,14.7015604989414,10.378539565385
1828.tif,0.679822630494895,1828,15.1051984602556,10.2688557513984
1831.tif,0.6091470856203507,1831,17.2160000631418,10.4870762645026
1835.tif,0.7085496941553238,1835,17.6583924861416,12.5118485953303
1838.tif,0.9949874371066203,1838,9.95389228851893,9.9039977773888
1841.tif,0.5212689435170781,1841,18.5839843078121,9.68725386647117
1845.tif,0.6207349444226314,1845,16.7745974498251,10.4125788157292
1847.tif,0.8877848803451599,1847,11.6750046031715,10.3648925646558
1852.tif,0.6762871735330123,1852,14.1721295823956,9.58442945822191
1854.tif,0.6548225482216103,1854,16.5623059616883,10.8453713942587
1857.tif,0.7666366882021565,1857,14.0869808339572,10.7995963333122
1867.tif,0.6805521340173948,1867,14.9260977314578,10.1579876636958
1871.tif,0.5976493543317335,1871,15.534815817286,9.28437264286338
1880.tif,0.6761234037828153,1880,14.251804867014,9.635978816734
1889.tif,0.7056854595862693,1889,17.8100379626013,12.5682848248872
1893.tif,0.6708807269635324,1893,16.1950251419658,10.8649302404347
1905.tif,0.651583765535003,1905,15.5575774643904,10.13706490685
1912.tif,0.6729955994826976,1912,15.165984212732,10.2066406369927
1915.tif,0.6889530879445402,1915,18.1524565082079,12.5061909651088
1938.tif,0.6992715611645056,1938,17.5579114582877,12.277748156225
1952.tif,0.478204459216249,1952,20.2880879081684,9.70185410665739
1964.tif,0.9990342827298241,1964,12.1094326086455,12.0977383204433
1965.tif,0.6689832120769378,1965,16.8713545510675,11.286652959662
1976.tif,0.6543411122415052,1976,17.2201103652328,11.2678261693079
1978.tif,0.7794205950140833,1978,14.1471390329176,11.0265715227836
1983.tif,0.6197265871452924,1983,18.2729172438377,11.3242126407119
1990.tif,0.7219076064265993,1990,12.9345896472144,9.33757865233082
1998.tif,0.7219389826639606,1998,17.8100379626013,12.8577606879269
2000.tif,0.6691603908082843,2000,17.1087856068116,11.4485216629092
2005.tif,0.653413560348915,2005,13.673992133368,8.93477188404704
2008.tif,0.6565814463647743,2008,16.2473798856716,10.6677281849722
2011.tif,0.6987017100322497,2011,15.0864458788974,10.5409255338946
2017.tif,0.7275786070045116,2017,14.2269542729263,10.3512275718126
2019.tif,0.6277032793001065,2019,17.2570590293108,10.8323125437739
2024.tif,0.6279325500489082,2024,17.2611595542658,10.8388439357112
2032.tif,0.6485879202016528,2032,15.8326349158734,10.2688557513984
2033.tif,0.791763758208279,2033,16.1906546048083,12.8191735377552
2039.tif,0.6639080885005121,2039,17.3184649606034,11.4978689677573
2040.tif,0.664326109412343,2040,16.5109498505735,10.9686550769338
2056.tif,0.942999104892446,2056,11.4732218462343,10.8192379312314
2057.tif,0.6996987094831252,2057,17.0880903221025,11.9565147459062
2063.tif,0.9425624588547931,2063,10.0740359129483,9.49540806070004
2066.tif,0.7212915068878156,2066,14.7159950242632,10.6145222264044
2068.tif,0.7093204863385834,2068,17.1294558881289,12.1502739812829
2069.tif,0.6565416448390331,2069,14.0013142644661,9.19244589710079
2104.tif,0.6571610227577278,2104,15.0817540902973,9.91114094296032
2107.tif,0.6883155580901432,2107,15.4113220207107,10.6078527175924
2116.tif,0.6703659948398506,2116,16.3429279848127,10.955743177135
2118.tif,0.6852311865171801,2118,16.20376267977,11.1033235271016
2127.tif,0.6749845003342021,2127,13.9456025380268,9.4130655609894
2133.tif,0.6743720938781019,2133,16.6432957158706,11.2237741809441
2135.tif,0.6670585239077365,2135,17.3470466739605,11.5714953484907
2141.tif,0.71626380091513,2141,15.9750335997706,11.4423382859186
2144.tif,0.7155923662306994,2144,16.7745974498251,12.0037738816878
2145.tif,0.7212638952895127,2145,15.9838913956272,11.5286037698946
2149.tif,0.6739871475620762,2149,16.4077554030801,11.0586162620182
2151.tif,0.6831771034489906,2151,17.1335869519507,11.7052743055251
2162.tif,0.7204013479927565,2162,13.925288466736,10.0317965826246
2169.tif,0.6765005995743713,2169,16.6560475724592,11.2678261693079
2171.tif,0.6637682090113372,2171,15.5120207707922,10.2963862451754
2173.tif,0.6435018649590388,2173,16.5879243930273,10.6743602827126
2174.tif,0.5456800796984013,2174,18.5000143455502,10.0950893025014
2185.tif,0.6944510139649236,2185,16.5921902859596,11.5224633679836
2201.tif,0.8012795009198711,2201,15.4159135065927,12.3524554807865
2206.tif,0.7079749298022497,2206,13.146245821268,9.30721246247533
2231.tif,0.6864163240348732,2231,14.1871027821158,9.73825894040485
2232.tif,0.6946151973384534,2232,17.0590747445288,11.8494925700823
2238.tif,0.7427035607080904,2238,14.5320983522498,10.7930411907761
2243.tif,0.7145399198062046,2243,15.9528675927023,11.3989607303685
2249.tif,0.6770032003863298,2249,17.1913176130826,11.6385770429148
2251.tif,0.773506184383195,2251,16.8839341635157,13.0598274921981
2265.tif,0.6996787465127975,2265,14.9497862049108,10.4600476724863
2282.tif,0.7128566463895555,2282,14.7208033874121,10.4938225349106
2287.tif,0.634425803261497,2287,13.4706306835289,8.54611569183679
2289.tif,0.6543738443773021,2289,14.8595691073194,9.72371336254679
2302.tif,0.5872360644228826,2302,16.1950251419658,9.51030282759763
2311.tif,0.7374481590146162,2311,12.8962323810061,9.51030282759763
2314.tif,0.9841797932648535,2314,11.2363780862977,11.0586162620182
2317.tif,0.6611371268794562,2317,17.0050573219349,11.2426747402445
2322.tif,0.716804115177141,2322,13.9557484851951,10.003537944565
2325.tif,0.6929863276598646,2325,14.0316092460044,9.72371336254679
2328.tif,0.7212220811390748,2328,15.6754052513727,11.3054483980934
2329.tif,0.7454578797251324,2329,14.3901751495631,10.7272694558666
2333.tif,0.8521434209650357,2333,12.6580594289458,10.7864820645606
2334.tif,0.6928055038169787,2334,16.6049813891976,11.5040224972146
2342.tif,0.7382459159039108,2342,14.1871027821158,10.473570687406
2343.tif,0.6699188076111993,2343,17.9446345183503,12.021448159552
2344.tif,0.6880848217104981,2344,16.3299316185545,11.2363780862977
2345.tif,0.7162448286497091,2345,15.2960869508673,10.955743177135
2346.tif,0.7279608556091955,2346,13.925288466736,10.13706490685
2358.tif,0.5935058002649166,2358,14.3013765118769,8.48794991157138
2359.tif,0.7037414360157574,2359,13.9202053169165,9.796225279361
2365.tif,0.6744313928273317,2365,16.9842356448202,11.4547017020437
2369.tif,0.7109655098697489,2369,14.3852562722532,10.2274210602095
2374.tif,0.6992742072893261,2374,16.2299470696155,11.3491833714531
2381.tif,0.6373608414766302,2381,14.4588637267571,9.21551355168183
2387.tif,0.7573414585165834,2387,15.0676699588919,11.4113711431137
2389.tif,0.7396849045112249,2389,14.9071198499986,11.0265715227836
2391.tif,0.7302485437069084,2391,16.3732127218114,11.9565147459062
