DRAQ5+2 & R3 & R2 & R1
Object Number	Diameter_AdaptiveErode(Object(M01, Ch01, Tight), Ch01, 96)
27	28.8362387009884
44	32.8866030842406
47	27.0055431913029
74	26.2945103374326
75	25.3447566154834
80	26.4755625816098
100	20.9640274246117
101	21.1906721457169
102	28.0978726216038
111	25.155566933995
153	26.8458681540135
161	25.1048755637239
200	26.4334279776514
204	23.4249037276502
205	21.2282110097662
227	20.5265091922088
248	28.1205321999814
265	26.9346933713077
287	25.0350073368611
290	23.5672232717148
296	25.1365696497744
322	25.1682238238192
323	23.1169830310661
353	22.4459719337559
364	23.9093297889216
426	25.0921867200709
432	21.5557343073406
458	23.3840819068058
461	29.7922744656126
527	22.0162071164898
544	20.4254119231241
560	22.7069393697478
563	23.2611866109141
566	27.1584170715893
568	27.0820880001129
576	27.9330409563668
582	28.3461317416217
584	25.3824253357233
600	24.2663038632733
604	26.8577284895397
616	22.5944584830026
683	22.0523407484121
710	28.222275161415
711	21.5483458806258
715	30.127119213458
717	25.6755850720058
720	21.9510166907586
724	23.6346932731239
761	22.0451187600906
762	22.3891465971867
764	23.2132182858111
810	21.5557343073406
819	24.8242228119343
854	24.9521835711457
876	23.492782466653
884	23.3295416998184
889	21.0322772874953
891	24.5663018119003
895	24.9585643879157
898	23.6009823826626
941	22.2536048750827
990	24.3187432628693
1034	25.4826030327524
1060	25.9040365248402
1089	29.0398364649464
1109	28.3966446389638
1110	21.1605931069274
1194	26.3005654924553
1231	24.3318354539996
1245	24.5727828308264
1248	29.9255977596753
1249	23.0203454737865
1255	27.2637506941145
1266	24.4688805352775
1299	25.4575955654599
1302	22.9926601414922
1305	24.7213773243985
1307	24.4688805352775
1383	31.2377364471875
1384	23.4181050324765
1396	21.3404314093894
1400	27.5484518158867
1402	29.6261203394813
1421	23.0618111551968
1432	23.1926300615513
1506	26.601565970858
1535	27.3803127933634
1557	30.9869502016986
1563	31.7684697269133
1590	26.4635309688178
1593	22.9441304263009
1625	21.8346420249265
1626	24.1676733079752
1636	22.3749177132601
1643	21.6809523376515
1660	20.6810784624358
1682	28.1940500566826
1684	21.0095519677443
1701	25.5075859829024
1708	23.4113043629466
1717	28.0127359569925
1732	23.089413572204
1736	24.3841339247706
1762	23.6683561491403
1768	24.2268998255913
1779	25.5761632655982
1790	22.5874098294282
1811	24.7020461258283
1845	21.0398469394544
1851	21.7981475283747
1865	27.611960853326
1867	33.3815998746478
1876	22.1532013761034
1894	28.8583185194616
1921	23.5131078770591
1931	22.2822084921272
1937	27.8130702904388
1950	20.7809319752017
1965	21.0625395726253
1973	24.0090216589329
2027	24.6955990302922
2064	20.6271109709132
2130	23.3158867137497
2132	23.742246471552
2148	21.629479764998
2154	28.3742055642316
2201	24.4623719886707
2202	30.9097721236966
2205	26.8755091790011
2210	24.7342563965535
2219	25.5387803029639
2222	24.0950876405886
2233	22.5662506586674
2258	22.7069393697478
2265	22.8188658119258
2278	22.7069393697478
2290	25.5075859829024
2338	27.5542314135199
2345	24.357998725487
2346	22.2964965400796
2347	24.0222826495374
2348	22.2177985689043
2354	27.5773376913024
2373	21.7689078807016
2391	22.5097289652535
2396	24.9776970579449
2407	28.5978040224151
2427	25.5138278980779
