File_Name,NC
3333.tif,0.5765272462919687
3344.tif,0.5696519211398123
3345.tif,0.6066680583082513
3357.tif,0.616294680932615
3359.tif,0.6275296586179471
3365.tif,0.6271762612976192
3368.tif,0.6701935000147115
3380.tif,0.6248842995595653
3429.tif,0.6578239249430358
3436.tif,0.5674224434832157
3456.tif,0.5740353120150398
3479.tif,0.967465528747237
3485.tif,0.5570683592468086
3506.tif,0.7166395217443348
3509.tif,0.5985604797239171
3524.tif,0.5913727309105197
3560.tif,0.5936399569755306
3576.tif,0.5981141912495125
3600.tif,0.6339157811876035
3629.tif,0.7257860399967838
3721.tif,0.6718467497295824
3722.tif,0.64669405960844
3749.tif,0.6269147171635102
3750.tif,0.5866793285611047
3752.tif,0.5802013989696473
3783.tif,0.6866875885132158
3791.tif,0.5539117094069966
3803.tif,0.9282869283004098
3823.tif,0.5926716543943035
3833.tif,0.6876884459266345
3836.tif,0.6237546405523318
3860.tif,0.6051901717914152
3900.tif,0.627505854003993
3919.tif,0.6080656523786767
3962.tif,0.6264274761898704
3972.tif,0.6857794733305429
3974.tif,0.5788837387409722
4007.tif,0.6481812160876687
4077.tif,0.5822961668351689
4132.tif,0.8474560862851921
4137.tif,0.6332426580782141
4158.tif,0.5655462918337092
4196.tif,0.8394107237324879
4203.tif,0.589546132387338
4226.tif,0.5428676585552834
4233.tif,0.6137649425837141
4269.tif,0.6490029424256152
4272.tif,0.6874838030641076
4278.tif,0.6763080444681885
4303.tif,0.7174542257438671
4310.tif,0.6699008309352023
4335.tif,0.758786910639326
4349.tif,0.574738158766052
4381.tif,0.6069769786668858
4392.tif,0.6687085295387262
4405.tif,0.5840391210486265
4438.tif,0.759034684023934
4448.tif,0.6440100573553927
4457.tif,0.6819943394704714
4470.tif,0.6311450437398303
4496.tif,0.6277288650875847
4502.tif,0.6269075692928616
4522.tif,0.6935939411536459
4532.tif,0.6795115923285518
4545.tif,0.6261333041915208
4557.tif,0.5985317230220008
4565.tif,0.6414540798337649
4572.tif,0.7282611979706417
4573.tif,0.4895097648719082
4581.tif,0.559450621067979
4620.tif,0.7701695918946253
4653.tif,0.666517574264789
4655.tif,0.5198624019834935
4658.tif,0.5980999726097411
4669.tif,0.5757700308851118
4672.tif,0.5793921863299161
4673.tif,0.5054980272248891
4678.tif,0.583611768449542
4679.tif,0.6299977939855267
4684.tif,0.6397423051217771
4695.tif,0.5832853282858661
4768.tif,0.7185295264202827
4785.tif,0.6477307277767179
4806.tif,0.6473835544660055
4808.tif,0.6869217363437197
4825.tif,0.5940045378693075
4837.tif,0.49038635919446505
4849.tif,0.6166745286880685
4886.tif,0.6602654111969962
4888.tif,0.7283863149416083
4890.tif,0.72224915065124
4891.tif,0.5784841824309894
4935.tif,0.6561299247936015
4951.tif,0.6601543439445138
4964.tif,0.7214761667841404
4967.tif,0.6181784080395172
5043.tif,0.6107635956298872
5053.tif,0.5809475019311128
5060.tif,0.6293002924207648
5068.tif,0.6808893560529832
5095.tif,0.6680426571226852
5147.tif,0.5506557281012473
5151.tif,0.62090831579134
5195.tif,0.5797782216643801
5205.tif,0.569288506799065
5230.tif,0.6277288650875847
5254.tif,0.6779467324743412
5265.tif,0.6455648121618535
5266.tif,0.728305713312457
5323.tif,0.5713305067078611
5338.tif,0.6050535202721035
5363.tif,0.6012685003588731
5369.tif,0.5904283002103169
5412.tif,0.5485757373133894
5417.tif,0.6212008665292718
5426.tif,0.626089893768206
5438.tif,0.6644904204903648
5442.tif,0.6316237789466459
5443.tif,0.6711703837556766
5447.tif,0.645615220388333
5455.tif,0.6718473114252773
5470.tif,0.5971590950254175
5477.tif,0.5512354515437179
5492.tif,0.6639576000442244
5496.tif,0.5430936741633565
5507.tif,0.6603309903944665
5517.tif,0.6347416763598843
5574.tif,0.5881309415721885
5577.tif,0.5350713689434484
5639.tif,0.5689188334492498
5649.tif,0.7162025664329548
5655.tif,0.6242129604084785
5660.tif,0.6615631356819788
5663.tif,0.5038660369407781
5670.tif,0.6881983880223723
5678.tif,0.9050860838510434
5686.tif,0.6948424657932172
5695.tif,0.6067293110650804
5702.tif,0.5687714542045748
5706.tif,0.4653606231237663
5709.tif,0.5841490120997629
5743.tif,0.7347830314360748
5751.tif,0.5950293987438103
5756.tif,0.5473841736502157
5761.tif,0.588944805370434
5763.tif,0.6158527513935145
5771.tif,0.6499369298065627
5783.tif,0.6211066161931944
5813.tif,0.5892278158650829
5820.tif,0.6951569917962731
5945.tif,0.5823691222008179
5951.tif,0.5812875653243892
5952.tif,0.5946808106826077
5986.tif,0.6149244819089786
6015.tif,0.608390682272145
6030.tif,0.5837259978869702
6057.tif,0.710772881693541
6073.tif,0.5382939239707941
6074.tif,0.8907405049543686
6106.tif,0.793354753376999
6167.tif,0.6519084987582354
6178.tif,0.6209785709784075
6185.tif,0.6706082090304107
6198.tif,0.6075821271953161
6202.tif,0.5606346317968948
6206.tif,0.6170364210920833
6218.tif,0.607513098581796
6242.tif,0.6701995203073151
6259.tif,0.6896743533624956
6383.tif,0.8173259326711702
6393.tif,0.6497667245548004
6402.tif,0.9067647005823654
6414.tif,0.5828229059350158
6448.tif,0.5626306852473126
6476.tif,0.6498191096296911
6490.tif,0.6460420463821278
6493.tif,0.6019743038813248
6528.tif,0.6125646128339636
6533.tif,0.6154703709721482
6535.tif,0.5132002392796674
6560.tif,0.7187952884282601
6581.tif,0.5568806750422283
6604.tif,0.6054187396784924
6640.tif,0.6162098481542501
6647.tif,0.46219020014563333
6658.tif,0.7773057340610603
6659.tif,0.5681734778370349
6678.tif,0.6137154931943861
6686.tif,0.6235467354294247
6701.tif,0.6319695884106148
6704.tif,0.5984235322615432
6715.tif,0.6053788206433361
6742.tif,0.5962086547167371
6759.tif,0.6475192909662387
6819.tif,0.5112512792782757
6829.tif,0.7502695417876767
6839.tif,0.5992546102033648
6880.tif,0.6989368329780254
6919.tif,0.6049901419820187
6930.tif,0.8136671826943266
6961.tif,0.682455754136187
6964.tif,0.5805847497871394
7026.tif,0.6442781539231633
7028.tif,0.6355482425649945
7083.tif,0.7478959366384739
7115.tif,0.6871074175813502
7141.tif,0.6779566453300612
7156.tif,0.6380802864354871
7202.tif,0.6355517365368655
7203.tif,0.611426686195977
7212.tif,0.6512848785495574
7231.tif,0.743262879711279
7275.tif,0.5412120173843096
7286.tif,0.5631964372011691
7322.tif,0.6074621799295685
7326.tif,0.7160371760221367
7338.tif,0.6767938287405701
7342.tif,0.5924229696611426
7392.tif,0.6179786229345874
7440.tif,0.6756556450550836
7470.tif,0.5830648618019095
7477.tif,0.691420767740367
7553.tif,0.6553198494401439
7554.tif,0.6697273084022536
7652.tif,0.5950289118526886
7659.tif,0.6489115979706572
7685.tif,0.6450609301481537
7687.tif,0.6988193836047476
7781.tif,0.5861109444279399
7786.tif,0.6471035675590419
7799.tif,0.43237582450400874
7812.tif,0.6667131420870371
7819.tif,0.622206479291864
7827.tif,0.4933537142091302
7835.tif,0.5787499082597595
7839.tif,0.5955812128770318
7879.tif,0.5946289748636892
7883.tif,0.6228838402906511
7887.tif,0.5600220340872657
7913.tif,0.6389829264760283
7942.tif,0.7172377670131569
7943.tif,0.6505402480854553
7952.tif,0.7096793627261442
7971.tif,0.6331068767295
7982.tif,0.6182990882861249
7986.tif,0.6530319611169242
8002.tif,0.6073322476341879
8015.tif,0.6456014965960859
8025.tif,0.5600874839833705
8030.tif,0.6098258359571247
8033.tif,0.6258291263971861
8095.tif,0.6566601862582209
8101.tif,0.626402434458945
8111.tif,0.5854811452080149
8134.tif,0.6579473663159596
8149.tif,0.8418202998994704
8176.tif,0.6408350263291486
8194.tif,0.9959138600110488
8200.tif,0.4877275468607913
8212.tif,0.5716007086353888
8222.tif,0.6776789503480694
8259.tif,0.621767523581934
8332.tif,0.5818751414204312
8337.tif,0.7439860315289357
8356.tif,0.6033069327202879
8398.tif,0.5916079783099623
8420.tif,0.5906473551913395
8511.tif,0.49235367427803534
8518.tif,0.6390956671483605
8530.tif,0.6766493967560049
8542.tif,0.572989854588208
8586.tif,0.5306203482832139
8638.tif,0.6006868920394701
8639.tif,0.6969638973878366
8649.tif,0.550345201770865
8661.tif,0.6672075727732294
8673.tif,0.6890011355105978
8695.tif,0.6781390797358361
8716.tif,0.6603604692643894
8719.tif,0.5369349640404947
8722.tif,0.7521194360689015
8725.tif,0.6669131694174336
8726.tif,0.6907678004222297
8736.tif,0.6280799411460497
8746.tif,0.46404412301228926
8787.tif,0.6820133574523658
8800.tif,0.6585795579280727
8823.tif,0.6949604501322071
8877.tif,0.6464730332762556
8886.tif,0.6120658662469428
8890.tif,0.6105206853550296
8904.tif,0.6108146299779663
8932.tif,0.5954862335853981
8942.tif,0.6322402768687707
8993.tif,0.6246950475544257
9043.tif,0.6858939829745073
9147.tif,0.6635702655239463
9162.tif,0.882209032562026
9199.tif,0.6643719150398932
9203.tif,0.6612284346850503
9226.tif,0.5840422536586917
9237.tif,0.5592327894010828
9293.tif,0.5288832917466224
9295.tif,0.6080034921326493
9305.tif,0.673099433999848
9339.tif,0.57410973694038
9344.tif,0.6538984823721434
9349.tif,0.6475562319076434
9411.tif,0.5440524849861861
9446.tif,0.5536464713738097
9472.tif,0.6952824248932049
9509.tif,0.5836958185779096
9512.tif,0.6969217673630145
9530.tif,0.5145448930767873
9537.tif,0.6191048508342748
9544.tif,0.6893716772570266
9603.tif,0.6105471784742421
9612.tif,0.605678539638897
9618.tif,0.6781491663719068
9631.tif,0.712974987873584
9645.tif,0.5698827556087163
9667.tif,0.7328342273956748
9687.tif,0.5651781456987619
9698.tif,0.5793589875553194
9728.tif,0.6298136264299613
9732.tif,0.6025617682831975
9763.tif,0.562057907078168
9767.tif,0.603353203123427
9811.tif,0.577158681240367
9820.tif,0.609686888703557
9823.tif,0.7042694252492876
9824.tif,0.6401362636894
9844.tif,0.5706193731400072
9865.tif,0.6598917060487354
9884.tif,0.6037348741950631
9886.tif,0.534750344219065
9893.tif,0.6589846543632896
9938.tif,0.6442691761259003
9955.tif,0.5976446242585366
9956.tif,0.5326598893982386
9970.tif,0.6415392130097838
9975.tif,0.6781640719252238
10001.tif,0.5599374268101371
10051.tif,0.6108703924078607
10064.tif,0.6598738986133011
10124.tif,0.610531432115193
10137.tif,0.682279434308873
10145.tif,0.5322824635605766
10183.tif,0.72913710126122
10225.tif,0.7562786702777459
10261.tif,0.5321346431569981
10263.tif,0.6998056365365859
10269.tif,0.645771845620222
10279.tif,0.5966926960843613
10332.tif,0.5036101551853363
10337.tif,0.544551922718848
10357.tif,0.7250431692675303
10382.tif,0.6828820009283227
10387.tif,0.6333760416640128
10389.tif,0.7354744176704041
10394.tif,0.6162314394528267
10403.tif,0.6426144784204967
10450.tif,0.6068277526096401
10524.tif,0.5936037533464139
10536.tif,0.5957867337068434
10582.tif,0.5703471949969222
10586.tif,0.6267707347241013
10601.tif,0.6659181914484528
10604.tif,0.6410656058551435
10620.tif,0.6474311081935233
10633.tif,0.5620610611894926
10634.tif,0.6996983392152586
10657.tif,0.5762252989115223
10664.tif,0.6132857433407976
10665.tif,0.5362460336566041
10688.tif,0.6359484096582297
10692.tif,0.5902833023912701
10781.tif,0.6595335625454106
10795.tif,0.5868142479000177
10809.tif,0.5496245514576258
10813.tif,0.5364744896533115
10817.tif,0.6901970379677924
10865.tif,0.6952217871538083
10873.tif,0.6733895257972561
10888.tif,0.4937035538959456
10906.tif,0.6949771199679255
10950.tif,0.6641980709614825
10953.tif,0.7292892053897682
11010.tif,0.7392420937956911
11053.tif,0.6361976212376259
11064.tif,0.6902749556631651
11068.tif,0.5835863371764275
11111.tif,0.7152135333750674
11125.tif,0.5380172372786706
11172.tif,0.563878948802721
11200.tif,0.7176275450133477
11212.tif,0.645684081290146
11226.tif,0.5510651968621589
11227.tif,0.6819521616455492
11234.tif,0.5469495478237542
11275.tif,0.6312254714877408
11279.tif,0.6095514542075667
11282.tif,0.6428413747672003
11313.tif,0.6248256867906424
11358.tif,0.6733051924066893
11390.tif,0.5773502691896247
11412.tif,0.6755265935511922
11415.tif,0.6039160565922476
11437.tif,0.6176252214241702
11452.tif,0.6169831908217296
11471.tif,0.6448936737690075
11498.tif,0.5770900256473565
11514.tif,0.6146135719833398
11526.tif,0.669243844905322
11557.tif,0.5421710982354079
11595.tif,0.523417773306882
11601.tif,0.6763799808853825
11603.tif,0.6962981682408692
11634.tif,0.5418999807380228
11652.tif,0.5857374995942158
11674.tif,0.6558877032276826
11706.tif,0.6612822568967366
11708.tif,0.5898639578619456
11725.tif,0.6807374506149306
11735.tif,0.8612911411982246
11749.tif,0.5909368402852773
11767.tif,0.5869653327810681
11790.tif,0.54044863480939
11797.tif,0.6725689505832035
11819.tif,0.7245065543474528
11825.tif,0.6251530424868897
11829.tif,0.784274850176234
11838.tif,0.6179679504647043
11847.tif,0.5833712169688535
11850.tif,0.8494342008292709
11852.tif,0.6948544131863937
11856.tif,0.6141020333412541
11859.tif,0.6816933932149724
11879.tif,0.7356767682927624
11916.tif,0.6506018623007928
11929.tif,0.601141178518743
11930.tif,0.6110423725610908
11945.tif,0.7091099205571915
11951.tif,0.7114095839759826
11955.tif,0.547352849358077
11958.tif,0.6707171504031143
11959.tif,0.5537659199438396
11985.tif,0.6381935536670473
12018.tif,0.6262711624067285
12019.tif,0.6526796120537797
12057.tif,0.5708196190492051
12065.tif,0.6123724356957944
12070.tif,0.6486124433383905
12074.tif,0.6133395946596298
12092.tif,0.6588094191390035
12119.tif,0.627608428516151
12126.tif,0.5874099974042875
12130.tif,0.6454972243679031
12158.tif,0.6315565187405111
12168.tif,0.5903260526902466
12211.tif,0.5628827667860336
12212.tif,0.6637555488065097
12297.tif,0.5629121994451082
12298.tif,0.5979911381128667
12315.tif,0.607459339639343
12396.tif,0.6469440357294097
12417.tif,0.7387628630262842
12435.tif,0.650248582464707
12436.tif,0.679298537675083
12468.tif,0.7010196655077309
12524.tif,0.617422087742149
12533.tif,0.663573069154405
12534.tif,0.6507790645301088
12583.tif,0.545211974887728
12589.tif,0.6370441450311349
12590.tif,0.6247200268633706
12602.tif,0.6086924806071725
12623.tif,0.5340875000415658
12631.tif,0.6510380747027336
12632.tif,0.6298188839860123
12644.tif,0.6844256995510768
12661.tif,0.4925567838674238
12672.tif,0.6445033866354888
12688.tif,0.6207381729358862
12689.tif,0.6993840517605796
12704.tif,0.9718074623659022
12716.tif,0.6991075783269979
12717.tif,0.6010766516091411
12727.tif,0.5469909365503149
12731.tif,0.9686663559360886
12737.tif,0.5774796474028345
12798.tif,0.5463706092676001
12836.tif,0.6607720622952076
12856.tif,0.635110202879433
12860.tif,0.6158370881563874
12862.tif,0.6317061768747557
12867.tif,0.578263437445825
12962.tif,0.5585914008649288
12966.tif,0.6570226409319204
12985.tif,0.5771938692763681
13080.tif,0.71678956600654
13089.tif,0.5223287113765381
13093.tif,0.6950518366396414
13125.tif,0.5943428445158822
13140.tif,0.7250282869613354
13146.tif,0.6463349888014122
13165.tif,0.5624770654358672
13175.tif,0.6098133351363298
13177.tif,0.6700293420372907
13185.tif,0.6131614740796362
13212.tif,0.5776624348081018
13230.tif,0.5550258473937635
13259.tif,0.5306907320287647
13261.tif,0.5944734770481883
13306.tif,0.54431667477167
13308.tif,0.597107637085931
13320.tif,0.6642369382442234
13343.tif,0.5709985878341
13362.tif,0.6279288545259166
13374.tif,0.7770873402002579
13401.tif,0.6895626793422908
13415.tif,0.7030059920274639
13461.tif,0.5984306065156204
13462.tif,0.6587003489513662
13464.tif,0.5661049173501936
13469.tif,0.7182861944417961
13481.tif,0.6404796390514994
13496.tif,0.7783266908251595
13531.tif,0.6219541569443062
13556.tif,0.5441187913655257
13575.tif,0.615371129423922
13590.tif,0.6945312649736171
13613.tif,0.8645910770395753
13616.tif,0.5747747161130952
13633.tif,0.664714799635611
13639.tif,0.5805438548973354
13673.tif,0.5961990865928445
13674.tif,0.4673161682567872
13706.tif,0.6049052926126814
13752.tif,0.6785224299025331
13769.tif,0.6379566558618834
13770.tif,0.5755699680988747
13808.tif,0.7310095758606749
13820.tif,0.5586404997140761
13848.tif,0.5837374534154093
13859.tif,0.8461760011278918
13873.tif,0.6893559372504805
13880.tif,0.6217204946815403
13888.tif,0.6861507995390147
13903.tif,0.6768406071943162
13908.tif,0.5771398262195601
13925.tif,0.6966106930562052
13944.tif,0.7041958073843865
13953.tif,0.65744417330129
13960.tif,0.5432033729105771
13971.tif,0.6555617772212388
13989.tif,0.6743864233289978
13998.tif,0.7496201003883015
14002.tif,0.612866592456884
14018.tif,0.6143592808001628
14035.tif,0.6378804712492566
14047.tif,0.639995387437255
14081.tif,0.6926195928124093
14084.tif,0.6317185472830189
14090.tif,0.5435573065046078
14101.tif,0.8585559507747215
14102.tif,0.729973901477719
14123.tif,0.5958164727932375
14137.tif,0.6556341320492045
14173.tif,0.5843376617261553
14191.tif,0.6657922450975465
14201.tif,0.5619921182702021
14207.tif,0.7242392266429372
14213.tif,0.5682793114348018
14229.tif,0.7321900275350159
14277.tif,0.5800631413283
14292.tif,0.5726700640221836
14295.tif,0.5501123075751881
14347.tif,0.6796185759876359
14353.tif,0.6954227526318407
14370.tif,0.5635159093883788
14381.tif,0.476360513859239
14396.tif,0.6635073906812582
14398.tif,0.5844911184295968
14474.tif,0.6501259896074397
14537.tif,0.6839016881009563
14542.tif,0.6680426571226876
14544.tif,0.6561119103169836
14554.tif,0.5654448612875196
14606.tif,0.56832728602228
14617.tif,0.6735125199628679
14625.tif,0.722974208246946
14636.tif,0.6289177413262941
14659.tif,0.6495037691380426
14686.tif,0.6243556579269178
14725.tif,0.6348986771723735
14744.tif,0.5481358810887033
14761.tif,0.995661584747549
14763.tif,0.6059139191678189
14764.tif,0.6165012576937754
14800.tif,0.5958271171657947
14809.tif,0.6555976563038809
14812.tif,0.6090927884866337
14829.tif,0.6952274119938094
14853.tif,0.630461028385058
14890.tif,0.6416383555005511
14897.tif,0.6092905216389262
14915.tif,0.691527543069644
14922.tif,0.6019978424203065
14924.tif,0.7031371741563764
14926.tif,0.5539487393037148
14938.tif,0.6505751712082612
14942.tif,0.6913805078372984
14968.tif,0.6091478418640173
14977.tif,0.5664764093835337
14989.tif,0.5645926368681258
15030.tif,0.5479897485662182
15036.tif,0.6358107573397406
15087.tif,0.7005058732896928
15098.tif,0.9920999420834385
15113.tif,0.6301442798633523
15115.tif,0.542790039421199
15120.tif,0.6994835267039978
15132.tif,0.6321531387426481
15150.tif,0.6889838860094811
15152.tif,0.6228642438129957
15161.tif,0.5536349229474031
15258.tif,0.7024461950457872
15267.tif,0.6819375673234085
15303.tif,0.712584564250226
15330.tif,0.6545055087346588
15337.tif,0.7587583842793979
15353.tif,0.5992238943129701
15361.tif,0.6281911132732444
15368.tif,0.5371463154358116
15378.tif,0.7024792009686345
15379.tif,0.651301426673625
15401.tif,0.686775013398376
15415.tif,0.5608056593034636
15416.tif,0.6820684652616241
15421.tif,0.6505036848536097
15456.tif,0.6074668364995812
15476.tif,0.6469836908714206
15489.tif,0.7355828738685111
15490.tif,0.7293151612523245
15507.tif,0.5133073999792993
15516.tif,0.5852057359806511
15542.tif,0.5453391509686027
15567.tif,0.5642041041914175
15587.tif,0.6664818664783142
15619.tif,0.8515651247622719
15621.tif,0.5514467945790079
15633.tif,0.655403131366348
15635.tif,0.7723495958436675
15637.tif,0.5869076340240134
15644.tif,0.4375069284796143
15657.tif,0.7127995095941048
15711.tif,0.8433308345790045
15721.tif,0.6825276434943707
15727.tif,0.8200142671494769
15739.tif,0.5934970985355783
15742.tif,0.7004546410152828
15759.tif,0.7388872974511352
15783.tif,0.6529286250990105
15787.tif,0.5506629323567845
15801.tif,0.534998390567431
15807.tif,0.6020475232644612
15815.tif,0.5593400322489906
15821.tif,0.6266551118545843
15822.tif,0.6248866966785273
15836.tif,0.5689037284832621
15850.tif,0.6192989240019959
15851.tif,0.5972272601241806
15887.tif,0.6920986429925369
15907.tif,0.6330290393377652
15938.tif,0.5817001874144694
15949.tif,0.5924469406482263
15979.tif,0.6765100914917376
16011.tif,0.6592342530872154
16013.tif,0.5623515948579842
16023.tif,0.6473115282082105
16027.tif,0.5871642911161256
16051.tif,0.6219369385681768
16058.tif,0.5870395085642768
16059.tif,0.7059999084267949
16102.tif,0.6321056257651032
16113.tif,0.5211115730410057
16126.tif,0.8587046857760446
16150.tif,0.6179637486381159
16168.tif,0.6674095196702574
16196.tif,0.6782940300841359
16200.tif,0.6064109846671871
16207.tif,0.7107619254337119
16218.tif,0.5279095799378569
16220.tif,0.5703645277609414
16245.tif,0.6262612790235836
16263.tif,0.6276661490277861
16282.tif,0.5689285784943453
16305.tif,0.7073507373025483
16336.tif,0.6464682103192734
16345.tif,0.49316779678420986
16393.tif,0.6132603184814984
16425.tif,0.6481494404370577
16427.tif,0.6459422414661742
16446.tif,0.545081417883825
16447.tif,0.64989248991445
16453.tif,0.594166199647327
16457.tif,0.683086887379535
16460.tif,0.6963223857272313
16470.tif,0.6720928259669158
16487.tif,0.6080815782678998
16493.tif,0.6476852371979159
16524.tif,0.9675671481536467
16566.tif,0.5550142071171917
16573.tif,0.6006364491202255
16583.tif,0.5213776225759956
16620.tif,0.6560733254807296
16640.tif,0.6814260699502992
16701.tif,0.7759678112135096
16711.tif,0.6262571249711928
16726.tif,0.7392536485356819
16728.tif,0.5403936008433785
16737.tif,0.6718980170662948
16800.tif,0.611439875840936
16807.tif,0.6388129287066402
16856.tif,0.9645363291915587
16880.tif,0.6188956417250192
16883.tif,0.5644806399312063
16920.tif,0.6033271008866354
16932.tif,0.6328499539816059
16943.tif,0.6347679914192285
16946.tif,0.6172380169946462
16961.tif,0.6411917240329992
16968.tif,0.6910425004207061
16979.tif,0.6789645850863083
16981.tif,0.5571871466032474
16985.tif,0.5956833971812673
16990.tif,0.6821180059881602
16995.tif,0.5656854249492366
16997.tif,0.6323517061227705
16999.tif,0.7450155695579909
17008.tif,0.6681531047810602
17021.tif,0.6312794165909632
17028.tif,0.685118789044673
17035.tif,0.5868166663568158
17040.tif,0.5647080363805638
17063.tif,0.6695340634119853
17078.tif,0.5358496677022665
17081.tif,0.6658104620900569
17086.tif,0.5738190417570024
17107.tif,0.6461599326871594
17131.tif,0.613812749176656
17146.tif,0.6839821725679607
17154.tif,0.6129514019172921
17174.tif,0.688612649097541
17184.tif,0.661795898419379
17185.tif,0.6315274970040019
